onset	trial_type	obj_pair	reaction_time
48	catch	2	586.690299998736
76	catch	11	545.2805000240915
92	catch	12	511.2958000099752
126	catch	6	486.3981000089552
132	catch	14	525.7351000036579
136	catch	13	533.7607999972533
172	catch	2	572.1020000055432
180	catch	8	459.5767999999225
200	catch	3	482.7338000177406
212	catch	6	914.1100999841001
218	catch	15	506.0626000049524
240	catch	10	592.7034000051208
278	catch	7	510.3592000086792
294	catch	8	445.57170002372004
296	catch	5	549.4840999890584
298	catch	13	437.4412999895867
