onset	trial_type	obj_pair	reaction_time
40	catch	2	803.4455000888556
58	catch	9	658.4187000989914
72	catch	14	857.2680000215769
120	catch	10	638.394100125879
162	catch	13	764.2828000243753
170	catch	16	907.7636001165956
188	catch	11	730.6629999075085
208	catch	11	657.845800044015
236	catch	15	873.0373999569565
242	catch	15	688.1095999851823
246	catch	1	720.1549999881536
302	catch	12	805.2123999223113
312	catch	5	612.6478998921812
322	catch	8	708.1583000253886
330	catch	2	611.9256000965834
336	catch	6	651.1955000460148
