onset	trial_type	obj_pair	reaction_time
18	catch	3	0.0
44	catch	11	443.6996001750231
48	catch	14	468.34859997034073
80	catch	1	797.8159002959728
118	catch	11	695.2080000191927
128	catch	11	783.1474998965859
134	catch	6	751.8624002113938
154	catch	9	977.2663996554911
166	catch	13	993.586199823767
168	catch	15	785.4750999249518
180	catch	1	713.7688002549112
196	catch	3	786.6223002783954
198	catch	7	731.2591997906566
236	catch	11	701.0051002725959
290	catch	7	566.7340001091361
318	catch	4	640.5474999919534
