onset	trial_type	obj_pair	reaction_time
20	catch	5	580.0076000159606
54	catch	10	402.32470000046305
104	catch	1	808.0750000081025
154	catch	8	549.6123000048101
160	catch	16	612.9841000074521
162	catch	15	636.5611999935936
204	catch	6	986.7017000215128
220	catch	16	593.7845000007655
236	catch	2	632.6715000031982
272	catch	4	605.9793999884278
278	catch	13	0.0
304	catch	7	587.7969000139274
318	catch	12	651.9942999875639
334	catch	12	1251.2755999923684
336	catch	3	563.1061000167392
338	catch	16	474.5280000206549
