onset	trial_type	obj_pair	reaction_time
26	catch	1	714.7105000913143
108	catch	15	613.389200065285
122	catch	10	595.9449000656605
134	catch	2	851.4555001165718
176	catch	14	552.7234999462962
182	catch	1	584.0491000562906
216	catch	14	453.708800021559
218	catch	12	614.2393001355231
256	catch	16	627.9337999876589
280	catch	5	545.7419001031667
292	catch	15	529.6265999786556
330	catch	7	494.48660016059875
336	catch	2	573.3725000172853
338	catch	12	565.7149001490325
350	catch	3	573.2466999907047
358	catch	8	468.8319999258965
