onset	trial_type	obj_pair	reaction_time
20	catch	5	507.6431999914348
54	catch	10	482.4785999953747
104	catch	1	663.5785999824293
154	catch	8	629.1056000045501
160	catch	16	532.877899997402
162	catch	15	476.61200002767146
204	catch	6	578.2647999585606
220	catch	16	649.3316999985836
236	catch	2	456.24620001763105
272	catch	4	542.7575000212528
278	catch	13	542.4236999824643
304	catch	7	564.6464999881573
318	catch	12	556.1339999549091
334	catch	12	451.4026999822818
336	catch	3	619.3088000291027
338	catch	16	547.3082999815233
