onset	trial_type	obj_pair	reaction_time
18	catch	3	604.6489999862388
44	catch	11	594.8120999964885
48	catch	14	483.1963999895379
80	catch	1	561.3002000027336
118	catch	11	751.4805000391789
128	catch	11	814.2718999879435
134	catch	6	734.1241000103764
154	catch	9	749.3600000161678
166	catch	13	692.7130999974906
168	catch	15	620.2189000323415
180	catch	1	508.0473000416532
196	catch	3	634.3701999867335
198	catch	7	658.504199993331
236	catch	11	592.447400034871
290	catch	7	589.2600999795832
318	catch	4	651.8839999916963
