onset	trial_type	obj_pair	reaction_time
18	catch	6	363.2462000000487
52	catch	3	368.9399999999523
76	catch	9	423.9112999999861
120	catch	2	405.45700000006946
148	catch	7	427.5855999999294
156	catch	12	355.1339000000553
238	catch	12	430.8197000000291
240	catch	4	382.9921999999897
280	catch	14	508.3752000000459
284	catch	6	380.33789999985856
300	catch	5	403.3972999998241
304	catch	13	411.29590000014105
316	catch	4	410.68140000015774
330	catch	5	394.33149999990746
334	catch	14	353.96749999995336
354	catch	7	432.604400000173
