onset	trial_type	obj_pair	reaction_time
18	catch	3	410.2235480768286
44	catch	11	497.0478445102344
48	catch	14	456.62756787896797
80	catch	1	509.1260004337528
118	catch	11	523.2354785221105
128	catch	11	538.1415097926947
134	catch	6	456.71860252878105
154	catch	9	518.5418391229177
166	catch	13	669.9815476331423
168	catch	15	493.1342471008975
180	catch	1	428.74106666749867
196	catch	3	532.8735488565144
198	catch	7	588.454664522942
236	catch	11	487.79622518486576
290	catch	7	451.9508859139023
318	catch	4	521.0604644107661
