onset	trial_type	obj_pair	reaction_time
26	catch	1	522.112271604783
108	catch	15	452.8915772862092
122	catch	10	443.4297750249243
134	catch	2	578.3815021168266
176	catch	14	551.6628326495265
182	catch	1	934.8107126370451
216	catch	14	452.0396893221914
218	catch	12	433.8309745398874
256	catch	16	432.77470486100356
280	catch	5	1125.8558484169043
292	catch	15	444.55922941961035
330	catch	7	579.0651544812135
336	catch	2	520.1483329274197
338	catch	12	521.7954353265668
350	catch	3	488.6543606262421
358	catch	8	495.65778112082626
