onset	trial_type	obj_pair	reaction_time
18	catch	6	507.6035999227315
52	catch	3	521.9289001543075
76	catch	9	776.5494000632316
120	catch	2	565.752100199461
148	catch	7	620.4647999256849
156	catch	12	523.8095999229699
238	catch	12	582.5322000309825
240	catch	4	550.6026998627931
280	catch	14	532.0182999130338
284	catch	6	451.69280003756285
300	catch	5	466.61220001988113
304	catch	13	490.41790002956986
316	catch	4	473.40739984065294
330	catch	5	464.6360999904573
334	catch	14	416.3623999338597
354	catch	7	494.78569999337196
