onset	trial_type	obj_pair	reaction_time
16	catch	16	1351.562000112608
44	catch	15	557.4509999714792
50	catch	9	516.0389000084251
54	catch	8	492.57200001738966
64	catch	9	395.1598999556154
84	catch	4	450.02659992314875
142	catch	9	614.6658000070602
176	catch	3	508.51799990050495
216	catch	5	585.4982999153435
266	catch	13	591.2198999430984
276	catch	1	542.5917999818921
292	catch	10	453.44589999876916
302	catch	8	517.1027998439968
308	catch	4	572.3680001683533
316	catch	3	515.8335999585688
326	catch	10	483.23759995400906
