onset	trial_type	obj_pair	reaction_time
16	catch	16	673.8128999713808
44	catch	15	635.1153999567032
50	catch	9	611.5507000358775
54	catch	8	539.5288000581786
64	catch	9	460.1827999576926
84	catch	4	525.3726000664756
142	catch	9	591.6050000814721
176	catch	3	425.0784999458119
216	catch	5	491.12629995215684
266	catch	13	453.5999000072479
276	catch	1	398.08509999420494
292	catch	10	646.1845999583602
302	catch	8	462.8466999856755
308	catch	4	463.0054000299424
316	catch	3	495.40989997331053
326	catch	10	439.7459999890998
