onset	trial_type	obj_pair	reaction_time
48	catch	2	586.5172001067549
76	catch	11	403.4110000357032
92	catch	12	476.70950007159263
126	catch	6	510.3855999186635
132	catch	14	494.073300040327
136	catch	13	406.35780000593513
172	catch	2	447.707699961029
180	catch	8	552.3914999794215
200	catch	3	513.6265999171883
212	catch	6	474.0678999805823
218	catch	15	458.3083000034094
240	catch	10	475.1125999027863
278	catch	7	589.0515999635682
294	catch	8	460.94980009365827
296	catch	5	533.5290000075474
298	catch	13	373.6748000374064
