onset	trial_type	obj_pair	reaction_time
16	catch	16	490.47528098026305
44	catch	15	585.4623085483581
50	catch	9	776.7920653518559
54	catch	8	536.7449594050413
64	catch	9	462.489725137857
84	catch	4	516.7784815612322
142	catch	9	383.6613405474054
176	catch	3	606.2998626448461
216	catch	5	603.8379119881938
266	catch	13	462.57942100146465
276	catch	1	542.7956371222535
292	catch	10	523.7256716709453
302	catch	8	538.7905606030472
308	catch	4	562.018665665164
316	catch	3	553.6769503050891
326	catch	10	529.0409325516521
