onset	trial_type	obj_pair	reaction_time
26	catch	1	556.3205999787897
108	catch	15	471.1840000236407
122	catch	10	550.2339999657124
134	catch	2	638.0579000106081
176	catch	14	563.7644000235014
182	catch	1	539.6274999948218
216	catch	14	617.9344999836758
218	catch	12	529.7215000027791
256	catch	16	446.78490003570914
280	catch	5	485.8407999854535
292	catch	15	541.1559999920428
330	catch	7	547.2657000063919
336	catch	2	514.744599990081
338	catch	12	458.48060003481805
350	catch	3	498.2154000317678
358	catch	8	561.6656999918632
