onset	trial_type	obj_pair	reaction_time
18	catch	3	570.9559000097215
44	catch	11	480.0748000270687
48	catch	14	584.0199000085704
80	catch	1	486.0501000075601
118	catch	11	427.33750003390014
128	catch	11	474.4510000455193
134	catch	6	474.10329995909706
154	catch	9	408.8518999633379
166	catch	13	456.23010001145303
168	catch	15	391.72770001459867
180	catch	1	367.5795999588445
196	catch	3	470.66250001080334
198	catch	7	407.04090002691373
236	catch	11	475.25170003063977
290	catch	7	504.6470999950543
318	catch	4	503.2608999754302
