onset	trial_type	obj_pair	reaction_time
18	catch	3	579.4640998356044
44	catch	11	489.77639991790056
48	catch	14	545.6652001012117
80	catch	1	502.0826000254601
118	catch	11	523.6363001167774
128	catch	11	595.297500025481
134	catch	6	458.8034001644701
154	catch	9	505.9402999468148
166	catch	13	464.88179988227785
168	catch	15	528.8765002042055
180	catch	1	528.7196999415755
196	catch	3	400.0474999193102
198	catch	7	519.946499960497
236	catch	11	541.6844999417663
290	catch	7	570.5140000209212
318	catch	4	545.5469000153244
