onset	trial_type	obj_pair	reaction_time
14	catch	13	716.0819000564516
30	catch	4	628.297199960798
44	catch	14	748.8347999751568
46	catch	10	612.9342999774963
48	catch	9	604.8538000322878
116	catch	7	592.7495000651106
164	catch	4	698.4419000800699
166	catch	8	658.884400036186
198	catch	11	628.0637999298051
208	catch	10	564.2993999645114
220	catch	5	612.7337999641895
232	catch	6	533.6887999437749
242	catch	16	558.2496999995783
254	catch	16	590.7896999269724
278	catch	9	592.1284999931231
334	catch	1	610.1401000050828
