onset	trial_type	obj_pair	reaction_time
18	catch	3	459.965817457487
44	catch	11	448.74492951566936
48	catch	14	488.33018729055766
80	catch	1	462.575025323531
118	catch	11	483.0836579785682
128	catch	11	504.9997545629594
134	catch	6	489.3360286660027
154	catch	9	502.4066116002359
166	catch	13	445.67608694705996
168	catch	15	510.3444582782686
180	catch	1	563.8829761137458
196	catch	3	666.1753484077053
198	catch	7	538.4178748827253
236	catch	11	504.2607690629666
290	catch	7	617.814191555226
318	catch	4	535.9893971653946
