onset	trial_type	obj_pair	reaction_time
26	catch	1	545.6241000210866
108	catch	15	597.3429000005126
122	catch	10	644.2835999769159
134	catch	2	683.4335000021383
176	catch	14	736.6338999709114
182	catch	1	496.4541000081226
216	catch	14	622.277699992992
218	catch	12	1150.1474999822676
256	catch	16	507.97359994612634
280	catch	5	538.5764000238851
292	catch	15	457.81309995800257
330	catch	7	439.73430001642555
336	catch	2	535.2571999537759
338	catch	12	559.1959000448696
350	catch	3	542.8365999832749
358	catch	8	500.95879996661097
