onset	trial_type	obj_pair	reaction_time
20	catch	5	618.6535826964246
54	catch	10	729.2760530322084
104	catch	1	1269.0210673340516
154	catch	8	825.2794623613227
160	catch	16	574.807109611811
162	catch	15	631.4805146125764
204	catch	6	788.6483616030091
220	catch	16	610.7068110723048
236	catch	2	560.3009491678677
272	catch	4	590.5716873949132
278	catch	13	589.8572454939313
304	catch	7	580.2615901575336
318	catch	12	555.0512961253844
334	catch	12	665.381028243246
336	catch	3	600.980851528675
338	catch	16	497.50681642763084
