onset	trial_type	obj_pair	reaction_time
48	catch	2	496.15067093327525
76	catch	11	492.86227470020094
92	catch	12	517.1153683104421
126	catch	6	466.7260175547199
132	catch	14	521.609970949612
136	catch	13	418.1689581464525
172	catch	2	534.4092355335306
180	catch	8	558.5315786884166
200	catch	3	436.3508574642765
212	catch	6	499.75010152138566
218	catch	15	451.2238331744811
240	catch	10	442.300672494639
278	catch	7	454.70679322261276
294	catch	8	445.71401796565624
296	catch	5	509.52604076064745
298	catch	13	420.74112748832704
