onset	trial_type	obj_pair	reaction_time
18	catch	3	493.0172001477331
44	catch	11	562.8080000169575
48	catch	14	634.8916999995708
80	catch	1	561.0353997908533
118	catch	11	671.2090999353677
128	catch	11	630.8470000512898
134	catch	6	645.9492000285536
154	catch	9	589.0341999474913
166	catch	13	589.0110998880118
168	catch	15	604.4439999386668
180	catch	1	507.6659999322146
196	catch	3	619.2866000346839
198	catch	7	539.0186000149697
236	catch	11	593.2903999928385
290	catch	7	533.4427000489086
318	catch	4	563.9261000324041
