onset	trial_type	obj_pair	reaction_time
40	catch	2	571.1540000047535
58	catch	9	554.0346000343561
72	catch	14	577.3906998801976
120	catch	10	582.5438001193106
162	catch	13	516.5017999242991
170	catch	16	604.0688999928534
188	catch	11	499.10910008475184
208	catch	11	546.0643998812884
236	catch	15	528.2171999569982
242	catch	15	552.0258999895304
246	catch	1	560.2889999281615
302	catch	12	556.6559000872076
312	catch	5	572.3935998976231
322	catch	8	548.3511998318136
330	catch	2	507.8428001143038
336	catch	6	587.3936999123544
