onset	trial_type	obj_pair	reaction_time
20	catch	5	516.4946001023054
54	catch	10	594.5266999769956
104	catch	1	583.2311999984086
154	catch	8	596.8016998376697
160	catch	16	564.4197000656277
162	catch	15	548.4501000028104
204	catch	6	609.9656999576837
220	catch	16	513.1210000254214
236	catch	2	664.2318000085652
272	catch	4	605.5976999923587
278	catch	13	541.9844998978078
304	catch	7	612.5674000941217
318	catch	12	651.7789999488741
334	catch	12	602.7911000419408
336	catch	3	562.3892000876367
338	catch	16	434.2382000759244
