onset	trial_type	obj_pair	reaction_time
20	catch	5	651.1646001599729
54	catch	10	596.5996999293566
104	catch	1	591.2926001474261
154	catch	8	569.1919000819325
160	catch	16	656.7343003116548
162	catch	15	585.3340998291969
204	catch	6	579.4311999343336
220	catch	16	579.8665001057088
236	catch	2	853.0362001620233
272	catch	4	542.2455999068916
278	catch	13	550.3980997018516
304	catch	7	1031.8470001220703
318	catch	12	536.1784999258816
334	catch	12	585.220200009644
336	catch	3	929.5636997558177
338	catch	16	465.49079986289144
