onset	trial_type	obj_pair	reaction_time
26	catch	1	449.22196786137647
108	catch	15	522.0303358901219
122	catch	10	489.38779335185245
134	catch	2	439.2603897522349
176	catch	14	484.82312988926424
182	catch	1	516.5352468411584
216	catch	14	529.0533756378863
218	catch	12	521.6465632256586
256	catch	16	445.70375427792897
280	catch	5	467.0549018028396
292	catch	15	411.4212529730139
330	catch	7	566.8616767288768
336	catch	2	486.037814995143
338	catch	12	621.724656501101
350	catch	3	453.25068833699333
358	catch	8	429.6874930278136
