onset	trial_type	obj_pair	reaction_time
14	catch	13	602.541383949756
30	catch	4	465.5538722072379
44	catch	14	448.53753282768594
46	catch	10	704.7317936285253
48	catch	9	456.6177504175357
116	catch	7	449.95481736168585
164	catch	4	517.4436221077485
166	catch	8	644.6261666596911
198	catch	11	555.4876266505744
208	catch	10	497.96756221257965
220	catch	5	481.8566605908927
232	catch	6	471.8290155096838
242	catch	16	487.3307882307927
254	catch	16	518.4137658670807
278	catch	9	461.0744319816149
334	catch	1	567.6389672926234
