onset	trial_type	obj_pair	reaction_time
18	catch	6	443.5016209972673
52	catch	3	575.8361019315998
76	catch	9	549.8372309402839
120	catch	2	1249.118101838576
148	catch	7	432.5475644882317
156	catch	12	437.60043375368696
238	catch	12	480.6129666367269
240	catch	4	552.0519611491181
280	catch	14	708.8528964859506
284	catch	6	475.8791648910119
300	catch	5	794.3281843718069
304	catch	13	410.7581535135978
316	catch	4	480.7098025121377
330	catch	5	415.67848703925847
334	catch	14	464.12096898347954
354	catch	7	509.77216794126434
