onset	trial_type	obj_pair	reaction_time
48	catch	2	609.7988938399794
76	catch	11	568.1527917731728
92	catch	12	422.10918262389896
126	catch	6	452.62585757700435
132	catch	14	466.8513538708794
136	catch	13	465.928512841856
172	catch	2	480.4552265904931
180	catch	8	512.4574614019366
200	catch	3	452.36167871371435
212	catch	6	508.1832972900884
218	catch	15	643.4946401132038
240	catch	10	465.64737655353383
278	catch	7	495.07029746018816
294	catch	8	510.0196081402828
296	catch	5	597.0513711872627
298	catch	13	485.61920937390823
