onset	trial_type	obj_pair	reaction_time
20	catch	5	586.560370564257
54	catch	10	552.3559625326016
104	catch	1	506.34965259450837
154	catch	8	495.3184197511291
160	catch	16	478.7626455326972
162	catch	15	813.5141527309315
204	catch	6	475.2725455291511
220	catch	16	466.0611091021565
236	catch	2	545.0919492541288
272	catch	4	495.3804481192492
278	catch	13	518.7945968355052
304	catch	7	476.015993503097
318	catch	12	515.9270117947017
334	catch	12	466.0932389087975
336	catch	3	513.8332195419935
338	catch	16	490.492701625044
