onset	trial_type	obj_pair	reaction_time
18	catch	3	531.7170256712416
44	catch	11	544.8179534214432
48	catch	14	497.6616642343288
80	catch	1	542.2890700647258
118	catch	11	515.5847401256324
128	catch	11	427.4044919220614
134	catch	6	482.26033174069016
154	catch	9	488.69611006375635
166	catch	13	455.61222895776154
168	catch	15	495.2162291192508
180	catch	1	478.4600898747158
196	catch	3	493.5785015914007
198	catch	7	492.5146480672993
236	catch	11	480.0085679489712
290	catch	7	477.6064188190503
318	catch	4	459.1014364705188
