onset	trial_type	obj_pair	reaction_time
14	catch	13	475.6911000004038
30	catch	4	618.4852999867871
44	catch	14	377.97699999646284
46	catch	10	513.3981999824755
48	catch	9	393.62090002396144
116	catch	7	557.3217000055593
164	catch	4	433.00200000521727
166	catch	8	449.26600001053885
198	catch	11	407.2034999844618
208	catch	10	438.8547000125982
220	catch	5	486.2575999868568
232	catch	6	501.86720001511276
242	catch	16	437.07369998446666
254	catch	16	436.76010001217946
278	catch	9	379.28910000482574
334	catch	1	448.2932999962941
