onset	trial_type	obj_pair	reaction_time
48	catch	2	568.3166964836346
76	catch	11	557.467973932944
92	catch	12	508.67839791771985
126	catch	6	489.4411151899476
132	catch	14	424.9405040536658
136	catch	13	463.68103300937946
172	catch	2	525.11235395923
180	catch	8	542.075559515979
200	catch	3	483.63766667898744
212	catch	6	563.5815644454851
218	catch	15	448.92005878045893
240	catch	10	456.0443998389019
278	catch	7	549.5966145881539
294	catch	8	627.3213236236188
296	catch	5	458.8575439693159
298	catch	13	412.0533230043293
