onset	trial_type	obj_pair	reaction_time
16	catch	16	532.22687757534
44	catch	15	575.6936136185686
50	catch	9	479.3019261378504
54	catch	8	431.0063460852689
64	catch	9	486.2281333162173
84	catch	4	508.7908522837097
142	catch	9	542.7132471686491
176	catch	3	492.34707879713824
216	catch	5	577.5174270793286
266	catch	13	428.8536482299605
276	catch	1	516.5747471228315
292	catch	10	539.6622531297908
302	catch	8	427.26232970653655
308	catch	4	513.0440370403448
316	catch	3	449.5840750341813
326	catch	10	439.62472371731565
