onset	trial_type	obj_pair	reaction_time
14	catch	13	484.05758555963985
30	catch	4	383.58094862451253
44	catch	14	422.60172099759075
46	catch	10	508.9198178056904
48	catch	9	381.0351067359079
116	catch	7	503.0204260865503
164	catch	4	459.7839537436812
166	catch	8	460.327483177025
198	catch	11	457.9141767917463
208	catch	10	407.9826534680251
220	catch	5	423.3442768090754
232	catch	6	511.1474852392348
242	catch	16	525.2712180636081
254	catch	16	412.7954325686005
278	catch	9	434.08813120095147
334	catch	1	526.8607515963595
