onset	trial_type	obj_pair	reaction_time
40	catch	2	542.5983001478016
58	catch	9	487.5249001197517
72	catch	14	464.47320003062487
120	catch	10	578.6566999740899
162	catch	13	557.1960001252592
170	catch	16	508.62939981743693
188	catch	11	557.7028999105096
208	catch	11	678.3085996285081
236	catch	15	519.7952999733388
242	catch	15	528.4543000161648
246	catch	1	488.74069983139634
302	catch	12	443.1984000839293
312	catch	5	587.7837999723852
322	catch	8	580.4483997635543
330	catch	2	555.6620000861585
336	catch	6	476.02719999849796
