onset	trial_type	obj_pair	reaction_time
18	catch	6	531.9721999112517
52	catch	3	525.8828999940306
76	catch	9	511.02479989640415
120	catch	2	480.3058998659253
148	catch	7	657.3430998250842
156	catch	12	522.2269000951201
238	catch	12	510.252800071612
240	catch	4	710.4139998555183
280	catch	14	463.67490012198687
284	catch	6	759.8886999767274
300	catch	5	632.8720001038164
304	catch	13	520.7297999877483
316	catch	4	513.3862001821399
330	catch	5	482.17239999212325
334	catch	14	650.2183999400586
354	catch	7	803.3501000609249
