onset	trial_type	obj_pair	reaction_time
14	catch	13	451.625600020634
30	catch	4	434.9052999750711
44	catch	14	498.52330001886
46	catch	10	482.5076000124682
48	catch	9	378.47120000515133
116	catch	7	525.6888000003528
164	catch	4	555.1904999883845
166	catch	8	530.85199999623
198	catch	11	528.9746999915224
208	catch	10	432.33759998111054
220	catch	5	471.80469997692853
232	catch	6	471.28759999759495
242	catch	16	454.6062000154052
254	catch	16	518.1394999963231
278	catch	9	484.4871000095736
334	catch	1	577.7522999851499
