onset	trial_type	obj_pair	reaction_time
16	catch	16	604.4384686920239
44	catch	15	473.5705348011834
50	catch	9	577.5324109695248
54	catch	8	393.40481626186374
64	catch	9	400.8321626770339
84	catch	4	407.03188171937654
142	catch	9	490.1624698559317
176	catch	3	438.85692763797124
216	catch	5	444.8794863510557
266	catch	13	665.3195936646625
276	catch	1	407.2447418639058
292	catch	10	493.95155892170806
302	catch	8	429.63164931370557
308	catch	4	492.5614973926713
316	catch	3	396.08765732464235
326	catch	10	435.3092585683953
