onset	trial_type	obj_pair	reaction_time
14	catch	13	452.1537698110478
30	catch	4	466.354709787538
44	catch	14	433.20073827226224
46	catch	10	431.0400069971365
48	catch	9	511.47882911755005
116	catch	7	467.4422153875639
164	catch	4	565.4533787192122
166	catch	8	437.627961522594
198	catch	11	474.71471385688346
208	catch	10	474.5995819548625
220	catch	5	442.4554689439901
232	catch	6	424.04284334770637
242	catch	16	478.95138934836723
254	catch	16	477.19763595796394
278	catch	9	452.8441149750506
334	catch	1	560.8891574302106
