onset	trial_type	obj_pair	reaction_time
18	catch	3	682.794489738626
44	catch	11	624.8358925613502
48	catch	14	746.1517865503993
80	catch	1	815.6347198237199
118	catch	11	788.565805854887
128	catch	11	922.3614513748544
134	catch	6	810.9245797468247
154	catch	9	817.5254695634067
166	catch	13	769.4101949655305
168	catch	15	823.4650209069514
180	catch	1	854.7299980809839
196	catch	3	805.2559005054718
198	catch	7	1038.0399034320362
236	catch	11	1003.5374022163523
290	catch	7	943.4890290103795
318	catch	4	1084.2492558822414
