onset	trial_type	obj_pair	reaction_time
18	catch	3	462.0707998983562
44	catch	11	399.37360025942326
48	catch	14	423.0718999169767
80	catch	1	473.1829003430903
118	catch	11	474.90060003474355
128	catch	11	427.44809994474053
134	catch	6	427.61920019984245
154	catch	9	548.4019997529685
166	catch	13	468.5320998542011
168	catch	15	484.60649978369474
180	catch	1	412.9294999875128
196	catch	3	454.22689989209175
198	catch	7	478.0884999781847
236	catch	11	575.9459999389946
290	catch	7	546.8784999102354
318	catch	4	531.5289003774524
