onset	trial_type	obj_pair	reaction_time
16	catch	16	953.0784368848799
44	catch	15	520.8946365539759
50	catch	9	552.6741368462353
54	catch	8	424.2089151282471
64	catch	9	431.4015288432529
84	catch	4	438.6749133163903
142	catch	9	394.7405295170938
176	catch	3	470.824352606769
216	catch	5	468.11518534877905
266	catch	13	591.9095367507907
276	catch	1	424.20088267726896
292	catch	10	486.099397119915
302	catch	8	462.39786515297965
308	catch	4	405.8627968101973
316	catch	3	564.6924686845978
326	catch	10	411.12182104598105
