onset	trial_type	obj_pair	reaction_time
14	catch	13	435.08663890997923
30	catch	4	539.4964545653238
44	catch	14	456.3373807964126
46	catch	10	448.1683780250023
48	catch	9	496.14754720187193
116	catch	7	555.1320668832886
164	catch	4	647.8693923454557
166	catch	8	462.3813540033552
198	catch	11	515.4937056822746
208	catch	10	507.09577805446315
220	catch	5	433.99154807639206
232	catch	6	433.9112235657012
242	catch	16	537.1500863489018
254	catch	16	575.4849592353821
278	catch	9	438.3906537968869
334	catch	1	464.2814749363424
