onset	trial_type	obj_pair	reaction_time
40	catch	2	563.2797998841852
58	catch	9	546.2025001179427
72	catch	14	553.4156998619437
120	catch	10	430.52169983275235
162	catch	13	523.8852000329643
170	catch	16	475.2861999440938
188	catch	11	458.14869995228946
208	catch	11	488.926500082016
236	catch	15	479.4864999130368
242	catch	15	591.1580000538379
246	catch	1	567.1800000127405
302	catch	12	460.24640020914376
312	catch	5	539.3009998369962
322	catch	8	474.7240000870079
330	catch	2	482.41779999807477
336	catch	6	545.9749000146985
