onset	trial_type	obj_pair	reaction_time
18	catch	3	508.0080998595804
44	catch	11	441.8004001490772
48	catch	14	498.0540999677032
80	catch	1	656.858199974522
118	catch	11	486.32659995928407
128	catch	11	605.6858000811189
134	catch	6	604.8592999577522
154	catch	9	532.1719998028129
166	catch	13	459.6003999467939
168	catch	15	459.1969000175595
180	catch	1	562.1078999247402
196	catch	3	552.8536001220345
198	catch	7	616.8786000926048
236	catch	11	494.8700999375433
290	catch	7	563.0894000642002
318	catch	4	569.7459999937564
