onset	trial_type	obj_pair	reaction_time
20	catch	5	579.7441999893636
54	catch	10	578.0768999829888
104	catch	1	559.0315000154078
154	catch	8	652.5636999867857
160	catch	16	572.4675999954343
162	catch	15	564.1330000944436
204	catch	6	1322.1339001320302
220	catch	16	504.9564999062568
236	catch	2	503.8463999517262
272	catch	4	629.6681000385433
278	catch	13	541.7686000000685
304	catch	7	523.8741999492049
318	catch	12	0.0
334	catch	12	553.5343999508768
336	catch	3	521.4547999203205
338	catch	16	457.21680019050837
