onset	trial_type	obj_pair	reaction_time
26	catch	1	500.586099922657
108	catch	15	671.4937000069767
122	catch	10	598.8614000380039
134	catch	2	693.7006001826376
176	catch	14	635.8407000079751
182	catch	1	627.6754001155496
216	catch	14	664.3186998553574
218	catch	12	1288.6349000036716
256	catch	16	663.1135998759419
280	catch	5	573.730899952352
292	catch	15	548.7850999925286
330	catch	7	634.4277998432517
336	catch	2	498.4373999759555
338	catch	12	554.101999849081
350	catch	3	1193.9577001612633
358	catch	8	593.2825000490993
