onset	trial_type	obj_pair	reaction_time
18	catch	6	579.3693081004676
52	catch	3	440.7194596469708
76	catch	9	574.2066594548305
120	catch	2	594.5073952298117
148	catch	7	415.9803365073458
156	catch	12	511.19414307777333
238	catch	12	665.2533977357962
240	catch	4	558.5482466012763
280	catch	14	694.2800762553816
284	catch	6	589.2349694586301
300	catch	5	611.9918568574576
304	catch	13	642.8673428217735
316	catch	4	641.2255946706864
330	catch	5	601.1962136708462
334	catch	14	689.1857036262081
354	catch	7	614.0776222455315
