onset	trial_type	obj_pair	reaction_time
16	catch	16	954.6758808055529
44	catch	15	666.2186331941484
50	catch	9	602.3631534408196
54	catch	8	576.6436223957498
64	catch	9	608.0987851328246
84	catch	4	663.827187599054
142	catch	9	642.1430815416898
176	catch	3	687.4765719549032
216	catch	5	604.018289047417
266	catch	13	672.2032715370005
276	catch	1	663.5790734453622
292	catch	10	606.0786182724769
302	catch	8	684.6116567239733
308	catch	4	588.2219854129289
316	catch	3	555.4030873254305
326	catch	10	522.5948992019767
