onset	trial_type	obj_pair	reaction_time
20	catch	5	492.4793001264334
54	catch	10	477.460699621588
104	catch	1	480.1609003916383
154	catch	8	482.4228002689779
160	catch	16	458.82790023460984
162	catch	15	427.1550001576543
204	catch	6	492.76409996673465
220	catch	16	444.8909000493586
236	catch	2	469.83710024505854
272	catch	4	560.0368999876082
278	catch	13	503.95769998431206
304	catch	7	777.6065999642015
318	catch	12	466.077100019902
334	catch	12	466.9278999790549
336	catch	3	491.31409963592887
338	catch	16	419.1534002311528
