onset	trial_type	obj_pair	reaction_time
14	catch	13	660.1492000045255
30	catch	4	666.8119999812916
44	catch	14	721.996600041166
46	catch	10	474.28019996732473
48	catch	9	570.240700035356
116	catch	7	702.4306999519467
164	catch	4	899.8394999653101
166	catch	8	531.1240000883117
198	catch	11	641.9017999432981
208	catch	10	593.4636000311002
220	catch	5	648.7446000101045
232	catch	6	647.5639999844134
242	catch	16	799.3616999592632
254	catch	16	0.0
278	catch	9	596.1706000380218
334	catch	1	696.983200032264
