onset	trial_type	obj_pair	reaction_time
48	catch	2	729.2374999960884
76	catch	11	728.3336999826133
92	catch	12	551.4745999826118
126	catch	6	629.5632999390364
132	catch	14	557.3035000124946
136	catch	13	532.9301999881864
172	catch	2	634.7820000955835
180	catch	8	586.1288000596687
200	catch	3	609.1812999220565
212	catch	6	544.5113000459969
218	catch	15	663.9277000213042
240	catch	10	726.7766000004485
278	catch	7	636.2966001033783
294	catch	8	1171.5329999569803
296	catch	5	803.4967000130564
298	catch	13	523.3652000315487
