onset	trial_type	obj_pair	reaction_time
14	catch	13	619.031320367867
30	catch	4	644.4464872693061
44	catch	14	651.6627649707516
46	catch	10	723.509152101542
48	catch	9	874.632849392583
116	catch	7	652.3669444413827
164	catch	4	832.737740895027
166	catch	8	792.0689221227804
198	catch	11	853.9046260757459
208	catch	10	660.4882132487546
220	catch	5	811.9376716385887
232	catch	6	818.276179366876
242	catch	16	777.0111731588258
254	catch	16	776.0401373379864
278	catch	9	757.9670900977362
334	catch	1	753.4898831108876
