onset	trial_type	obj_pair	reaction_time
20	catch	5	474.1432590853947
54	catch	10	495.3895859034674
104	catch	1	547.4823787717469
154	catch	8	502.60363558481913
160	catch	16	518.5538878267835
162	catch	15	526.2690743256826
204	catch	6	602.4512417970982
220	catch	16	449.7486506552377
236	catch	2	551.763238512649
272	catch	4	444.85776951842126
278	catch	13	444.199553305225
304	catch	7	482.3591361528088
318	catch	12	521.7829403754877
334	catch	12	478.63921049793134
336	catch	3	550.5155283244676
338	catch	16	414.47763292126183
