onset	trial_type	obj_pair	reaction_time
16	catch	16	779.507500003092
44	catch	15	465.4871999518946
50	catch	9	568.587000016123
54	catch	8	552.3416999494657
64	catch	9	671.6909999959171
84	catch	4	485.9001999720931
142	catch	9	602.3838000837713
176	catch	3	689.0869000926614
216	catch	5	478.19880000315607
266	catch	13	652.475000009872
276	catch	1	524.1585000185296
292	catch	10	659.1119000222534
302	catch	8	626.9288000185043
308	catch	4	569.8916000546888
316	catch	3	561.7843000218272
326	catch	10	568.8750999979675
