onset	trial_type	obj_pair	reaction_time
16	catch	16	637.2071271234745
44	catch	15	756.3550245795341
50	catch	9	1108.5798409931158
54	catch	8	844.0120594186737
64	catch	9	732.2781341817972
84	catch	4	576.3075972909064
142	catch	9	567.8003163011454
176	catch	3	762.2441657476884
216	catch	5	568.5758961562897
266	catch	13	691.6980825590144
276	catch	1	787.3733100568643
292	catch	10	689.2990507403738
302	catch	8	833.3056659284921
308	catch	4	736.1029298890571
316	catch	3	824.4239824643955
326	catch	10	822.4676291356445
