onset	trial_type	obj_pair	reaction_time
48	catch	2	955.293082352
76	catch	11	890.3193619007652
92	catch	12	897.697181408148
126	catch	6	743.3176581253065
132	catch	14	765.5158226189087
136	catch	13	974.5339608180075
172	catch	2	1058.6387827061117
180	catch	8	1026.740523699118
200	catch	3	905.008063702553
212	catch	6	822.6958203522372
218	catch	15	758.1536217949179
240	catch	10	852.761784741233
278	catch	7	1090.38665611115
294	catch	8	1033.388727595593
296	catch	5	761.9918015298026
298	catch	13	920.2072733078239
