onset	trial_type	obj_pair	reaction_time
14	catch	13	754.4852434548375
30	catch	4	824.6564779219625
44	catch	14	646.7773719887191
46	catch	10	887.3320766979305
48	catch	9	398.60699074961303
116	catch	7	680.4320934770658
164	catch	4	724.6834313300496
166	catch	8	892.5563076336402
198	catch	11	817.8587748516293
208	catch	10	879.9310456852254
220	catch	5	840.5232888162573
232	catch	6	702.7369311672373
242	catch	16	670.5235922636348
254	catch	16	725.3621752661275
278	catch	9	995.8213292484288
334	catch	1	646.8858103708044
