onset	trial_type	obj_pair	reaction_time
48	catch	2	599.4223772586338
76	catch	11	605.8523572353351
92	catch	12	563.7819295652662
126	catch	6	520.571339576918
132	catch	14	544.8650525299854
136	catch	13	463.7555563388105
172	catch	2	557.0257426786611
180	catch	8	757.9022619838724
200	catch	3	644.4639206679312
212	catch	6	547.6349106545513
218	catch	15	515.0320695754544
240	catch	10	568.375154903606
278	catch	7	717.8069256717663
294	catch	8	620.2880170503704
296	catch	5	643.2711011468655
298	catch	13	476.51778809404277
