onset	trial_type	obj_pair	reaction_time
16	catch	16	761.7060755255807
44	catch	15	480.55766655397747
50	catch	9	551.0237140374556
54	catch	8	614.7688281853334
64	catch	9	462.7448057908623
84	catch	4	468.32870054072373
142	catch	9	528.3119484101917
176	catch	3	660.1075724181555
216	catch	5	546.287689504652
266	catch	13	588.6887865592598
276	catch	1	524.178804226267
292	catch	10	603.3087465843892
302	catch	8	498.0197767958998
308	catch	4	616.9746294917786
316	catch	3	552.9907729408023
326	catch	10	559.2489476368883
