onset	trial_type	obj_pair	reaction_time
14	catch	13	568.4443999780342
30	catch	4	464.53600001404993
44	catch	14	417.81559999799356
46	catch	10	713.8093000103254
48	catch	9	402.2024000005331
116	catch	7	565.4123999993317
164	catch	4	415.23379998398013
166	catch	8	559.1106000065338
198	catch	11	544.1602999926545
208	catch	10	513.3602000132669
220	catch	5	489.95129999821074
232	catch	6	458.57479999540374
242	catch	16	515.1062000077218
254	catch	16	443.55490000452846
278	catch	9	468.8871999969706
334	catch	1	494.96269997325726
